User_ID,Signup_Date,Subscription_Plan,Monthly_Fee,Country,Device_Type,Last_Login_Date,Status,Total_Logins,Revenue
U03082,04-10-2024,Premium,999,Germany,Laptop,07-11-2024,Churned,16,4995
U03083,14-04-2025,Basic,499,Singapore,Mobile,10-09-2025,Churned,212,11976
U03084,03-04-2024,Basic,499,UK,Mobile,15-05-2024,Active,174,2495
U03085,17-01-2025,Basic,499,Australia,Tablet,03-05-2025,Churned,239,4491
U03086,18-04-2025,Premium,999,Australia,Laptop,18-08-2025,Churned,169,20979
U03087,24-11-2024,Premium,999,Singapore,Mobile,03-05-2025,Active,206,19980
U03088,27-09-2024,Basic,499,Singapore,Laptop,13-02-2025,Active,63,8982
U03089,06-06-2024,Premium,999,Singapore,Mobile,14-07-2024,Active,91,16983
U03090,03-07-2024,Basic,499,UK,Laptop,30-11-2024,Active,205,11477
U03091,07-02-2025,Premium,999,Australia,Tablet,14-04-2025,Active,239,16983
U03092,30-05-2024,Enterprise,1999,Germany,Mobile,07-11-2024,Active,53,29985
U03093,09-07-2024,Basic,499,Canada,Tablet,22-07-2024,Active,35,8483
U03094,12-02-2024,Basic,499,Singapore,Tablet,07-08-2024,Active,146,6986
U03095,20-09-2025,Basic,499,Singapore,Laptop,09-10-2025,Churned,121,998
U03096,25-10-2024,Premium,999,UK,Mobile,22-12-2024,Churned,158,4995
U03097,24-08-2025,Enterprise,1999,Germany,Laptop,18-02-2026,Active,95,11994
U03098,22-04-2024,Basic,499,Canada,Tablet,29-05-2024,Active,236,7984
U03099,17-09-2024,Basic,499,UK,Laptop,03-11-2024,Active,46,499
U03100,02-06-2024,Basic,499,Australia,Laptop,07-09-2024,Active,178,5489
U03101,28-08-2025,Premium,999,Australia,Tablet,17-10-2025,Active,237,6993
U03102,02-01-2024,Premium,999,UK,Laptop,23-02-2024,Churned,79,9990
U03103,19-01-2024,Basic,499,Germany,Laptop,26-05-2024,Churned,135,9980
U03104,13-01-2024,Basic,499,Germany,Tablet,25-02-2024,Active,7,5988
U03105,21-01-2025,Premium,999,USA,Tablet,09-02-2025,Active,161,10989
U03106,03-04-2025,Basic,499,Australia,Tablet,20-05-2025,Active,106,6986
U03107,02-08-2024,Basic,499,UK,Mobile,23-10-2024,Churned,111,3992
U03108,08-04-2025,Enterprise,1999,Germany,Mobile,22-05-2025,Active,45,23988
U03109,18-01-2024,Basic,499,USA,Tablet,17-04-2024,Churned,143,1497
U03110,17-05-2024,Basic,499,UK,Mobile,27-06-2024,Active,43,9481
U03111,14-03-2024,Basic,499,USA,Tablet,28-06-2024,Churned,60,998
U03112,21-11-2024,Basic,499,Canada,Mobile,19-04-2025,Active,107,3992
U03113,19-04-2025,Premium,999,Singapore,Tablet,02-10-2025,Churned,109,5994
U03114,30-10-2024,Premium,999,India,Laptop,10-11-2024,Churned,115,12987
U03115,10-11-2025,Basic,499,UK,Mobile,25-04-2026,Active,176,8982
U03116,18-07-2024,Basic,499,India,Laptop,02-01-2025,Active,142,998
U03117,10-08-2025,Basic,499,India,Mobile,20-09-2025,Churned,21,10479
U03118,04-06-2024,Basic,499,UK,Tablet,24-06-2024,Churned,100,11976
U03119,09-11-2025,Enterprise,1999,Singapore,Laptop,13-02-2026,Active,142,9995
U03120,10-07-2025,Basic,499,India,Tablet,21-10-2025,Active,81,499
U03121,22-04-2024,Basic,499,UK,Laptop,07-09-2024,Active,19,6487
U03122,16-05-2024,Premium,999,USA,Tablet,27-05-2024,Active,208,12987
U03123,29-05-2025,Enterprise,1999,USA,Laptop,09-11-2025,Active,139,31984
U03124,17-06-2025,Basic,499,UK,Laptop,25-09-2025,Active,168,6487
U03125,14-11-2024,Premium,999,USA,Laptop,06-03-2025,Active,190,4995
U03126,05-11-2025,Basic,499,USA,Mobile,25-02-2026,Active,212,2495
U03127,16-07-2024,Basic,499,USA,Tablet,02-08-2024,Active,16,4990
U03128,16-09-2024,Basic,499,Canada,Tablet,15-10-2024,Churned,77,11976
U03129,04-08-2025,Premium,999,Singapore,Tablet,02-09-2025,Active,28,15984
U03130,02-04-2025,Basic,499,Germany,Laptop,31-08-2025,Active,161,9980
U03131,12-08-2025,Premium,999,USA,Mobile,23-09-2025,Active,136,22977
U03132,16-07-2025,Basic,499,India,Tablet,04-11-2025,Active,113,6986
U03133,21-06-2024,Premium,999,Australia,Mobile,19-09-2024,Active,244,6993
U03134,06-07-2025,Basic,499,India,Laptop,24-08-2025,Active,228,1996
U03135,08-10-2025,Basic,499,USA,Tablet,17-12-2025,Churned,67,8483
U03136,02-01-2024,Enterprise,1999,Singapore,Tablet,13-02-2024,Active,241,27986
U03137,24-06-2024,Premium,999,Canada,Laptop,28-11-2024,Active,20,1998
U03138,30-06-2025,Premium,999,USA,Mobile,26-10-2025,Active,198,13986
U03139,30-06-2024,Premium,999,Germany,Laptop,22-08-2024,Churned,230,16983
U03140,20-11-2025,Premium,999,Canada,Tablet,14-01-2026,Churned,213,15984
U03141,26-03-2024,Basic,499,USA,Laptop,04-09-2024,Active,143,6487
U03142,10-04-2025,Basic,499,India,Mobile,28-06-2025,Active,203,1996
U03143,13-07-2024,Basic,499,Australia,Tablet,23-08-2024,Active,56,3992
U03144,05-06-2024,Basic,499,UK,Mobile,14-10-2024,Active,192,3992
U03145,17-04-2025,Premium,999,UK,Tablet,04-05-2025,Active,140,15984
U03146,21-01-2024,Basic,499,Australia,Mobile,27-05-2024,Churned,103,1996
U03147,08-03-2025,Premium,999,Australia,Tablet,04-08-2025,Active,47,999
U03148,19-06-2025,Basic,499,Germany,Mobile,27-08-2025,Active,68,1497
U03149,23-04-2025,Premium,999,Australia,Mobile,23-05-2025,Churned,122,16983
U03150,26-12-2024,Enterprise,1999,Germany,Tablet,12-05-2025,Active,169,15992
U03151,02-11-2024,Basic,499,Singapore,Tablet,24-04-2025,Active,9,11477
U03152,03-06-2024,Premium,999,Germany,Laptop,29-11-2024,Active,249,12987
U03153,23-06-2024,Premium,999,Canada,Mobile,18-07-2024,Active,40,10989
U03154,11-11-2024,Premium,999,USA,Tablet,23-12-2024,Active,92,10989
U03155,06-10-2024,Premium,999,Australia,Laptop,09-10-2024,Active,200,14985
U03156,19-05-2024,Basic,499,Canada,Mobile,10-09-2024,Active,73,10479
U03157,24-09-2025,Basic,499,Germany,Tablet,11-12-2025,Active,21,7485
U03158,09-02-2025,Basic,499,Canada,Laptop,01-07-2025,Active,205,9980
U03159,27-11-2025,Basic,499,UK,Laptop,22-05-2026,Active,163,9481
U03160,09-10-2024,Basic,499,Singapore,Laptop,14-03-2025,Active,210,8483
U03161,25-04-2024,Basic,499,UK,Mobile,21-08-2024,Active,137,10479
U03162,12-02-2025,Premium,999,UK,Tablet,29-06-2025,Active,32,12987
U03163,30-06-2025,Basic,499,USA,Tablet,03-07-2025,Active,207,9980
U03164,17-10-2025,Basic,499,India,Mobile,20-10-2025,Active,88,2994
U03165,16-06-2024,Basic,499,UK,Tablet,27-06-2024,Churned,106,6487
U03166,08-09-2025,Enterprise,1999,Germany,Laptop,26-01-2026,Active,50,17991
U03167,02-01-2025,Basic,499,Germany,Tablet,03-01-2025,Active,147,8982
U03168,13-07-2024,Premium,999,Australia,Tablet,06-10-2024,Churned,128,9990
U03169,18-07-2025,Basic,499,India,Tablet,17-11-2025,Active,72,11976
U03170,21-12-2024,Basic,499,Singapore,Laptop,25-12-2024,Churned,43,7485
U03171,14-01-2024,Basic,499,Canada,Tablet,06-07-2024,Active,93,11976
U03172,16-02-2025,Basic,499,USA,Mobile,19-07-2025,Churned,96,10479
U03173,01-01-2025,Basic,499,USA,Laptop,09-03-2025,Active,201,9481
U03174,08-07-2025,Premium,999,Germany,Mobile,22-09-2025,Churned,115,14985
U03175,29-05-2025,Premium,999,Germany,Laptop,03-06-2025,Churned,172,3996
U03176,14-06-2024,Basic,499,Australia,Mobile,23-06-2024,Active,12,1996
U03177,13-03-2025,Basic,499,UK,Laptop,26-03-2025,Active,64,4491
U03178,15-09-2024,Basic,499,UK,Tablet,27-09-2024,Active,105,7984
U03179,17-12-2024,Enterprise,1999,USA,Laptop,30-03-2025,Active,214,23988
U03180,09-02-2024,Basic,499,UK,Tablet,13-03-2024,Churned,34,5489
U03181,03-09-2025,Basic,499,Singapore,Mobile,23-11-2025,Active,243,6986
U03182,07-07-2024,Enterprise,1999,USA,Mobile,10-12-2024,Active,7,21989
U03183,12-10-2025,Premium,999,UK,Laptop,20-10-2025,Active,71,15984
U03184,02-02-2025,Basic,499,USA,Tablet,27-04-2025,Active,100,9980
U03185,23-03-2025,Basic,499,UK,Mobile,22-05-2025,Active,141,3992
U03186,15-05-2025,Premium,999,UK,Mobile,28-07-2025,Churned,90,23976
U03187,14-04-2024,Basic,499,Australia,Mobile,14-09-2024,Churned,19,499
U03188,07-02-2025,Basic,499,Australia,Laptop,03-03-2025,Active,243,1497
U03189,30-08-2024,Enterprise,1999,USA,Laptop,09-02-2025,Active,123,31984
U03190,04-10-2024,Basic,499,Germany,Laptop,07-12-2024,Active,163,5988
U03191,22-11-2025,Basic,499,UK,Mobile,08-01-2026,Active,154,10978
U03192,28-11-2025,Premium,999,India,Tablet,17-02-2026,Active,30,12987
U03193,01-12-2024,Basic,499,UK,Mobile,26-03-2025,Active,22,998
U03194,25-06-2025,Premium,999,UK,Laptop,12-09-2025,Active,158,2997
U03195,10-04-2025,Basic,499,UK,Mobile,13-07-2025,Active,168,3493
U03196,31-10-2024,Basic,499,India,Laptop,15-01-2025,Active,33,7485
U03197,17-08-2025,Basic,499,UK,Laptop,11-01-2026,Churned,122,3493
U03198,09-09-2025,Basic,499,India,Mobile,13-01-2026,Active,135,8982
U03199,18-07-2024,Basic,499,Australia,Mobile,09-08-2024,Active,228,1497
U03200,02-09-2024,Premium,999,India,Tablet,03-02-2025,Active,51,13986
U03201,30-04-2025,Basic,499,Singapore,Mobile,20-09-2025,Churned,22,5988
U03202,06-05-2025,Basic,499,Canada,Mobile,19-07-2025,Active,216,8982
U03203,19-11-2024,Premium,999,UK,Laptop,21-12-2024,Active,118,22977
U03204,30-11-2024,Premium,999,Canada,Tablet,22-02-2025,Active,191,7992
U03205,21-02-2024,Basic,499,Australia,Laptop,20-03-2024,Active,96,6986
U03206,11-07-2024,Basic,499,Canada,Laptop,16-11-2024,Churned,27,11976
U03207,22-01-2025,Enterprise,1999,UK,Mobile,04-05-2025,Active,155,5997
U03208,02-08-2024,Premium,999,Canada,Tablet,04-01-2025,Active,152,8991
U03209,16-03-2025,Basic,499,Germany,Tablet,30-03-2025,Churned,161,9481
U03210,30-01-2024,Premium,999,UK,Laptop,15-06-2024,Active,157,17982
U03211,21-08-2024,Basic,499,Australia,Laptop,20-10-2024,Active,218,10978
U03212,16-06-2024,Basic,499,Germany,Laptop,16-11-2024,Active,109,10978
U03213,21-10-2024,Basic,499,Singapore,Tablet,31-12-2024,Active,193,8483
U03214,31-10-2024,Premium,999,Canada,Tablet,21-04-2025,Churned,162,23976
U03215,14-01-2025,Basic,499,UK,Tablet,19-04-2025,Active,215,7984
U03216,07-08-2025,Basic,499,Singapore,Tablet,18-12-2025,Active,194,1996
U03217,22-02-2024,Basic,499,Germany,Tablet,21-07-2024,Active,123,11976
U03218,07-11-2025,Premium,999,UK,Tablet,26-11-2025,Churned,214,4995
U03219,07-07-2025,Basic,499,Canada,Mobile,31-10-2025,Active,235,1497
U03220,02-12-2024,Premium,999,Singapore,Mobile,08-02-2025,Active,241,10989
U03221,29-09-2024,Premium,999,Germany,Laptop,04-02-2025,Active,199,5994
U03222,19-06-2025,Basic,499,USA,Tablet,14-08-2025,Active,168,499
U03223,29-05-2025,Basic,499,Germany,Mobile,14-10-2025,Active,34,1497
U03224,16-09-2025,Enterprise,1999,UK,Tablet,01-02-2026,Active,25,17991
U03225,12-01-2024,Premium,999,Germany,Tablet,19-06-2024,Active,173,23976
U03226,19-06-2024,Premium,999,UK,Mobile,14-11-2024,Active,17,11988
U03227,27-07-2025,Premium,999,Singapore,Laptop,24-12-2025,Churned,58,7992
U03228,01-04-2024,Premium,999,Singapore,Tablet,09-08-2024,Active,142,999
U03229,20-04-2025,Enterprise,1999,USA,Tablet,09-10-2025,Active,86,13993
U03230,08-02-2025,Basic,499,Singapore,Tablet,12-03-2025,Active,152,3992
U03231,22-03-2024,Basic,499,Canada,Laptop,06-08-2024,Churned,37,9481
U03232,17-05-2024,Premium,999,Canada,Mobile,18-06-2024,Active,67,23976
U03233,10-08-2025,Basic,499,Singapore,Tablet,25-12-2025,Active,209,1996
U03234,05-05-2024,Basic,499,Australia,Laptop,09-06-2024,Active,81,3493
U03235,30-07-2024,Basic,499,Canada,Mobile,25-01-2025,Churned,208,8483
U03236,23-01-2025,Premium,999,Australia,Laptop,16-05-2025,Active,25,6993
U03237,05-06-2025,Premium,999,USA,Tablet,07-08-2025,Active,58,11988
U03238,02-03-2024,Premium,999,India,Laptop,20-07-2024,Active,87,13986
U03239,10-10-2025,Enterprise,1999,UK,Laptop,13-12-2025,Active,27,41979
U03240,19-01-2025,Basic,499,Singapore,Mobile,08-03-2025,Active,96,5988
U03241,13-04-2024,Basic,499,Australia,Mobile,04-10-2024,Active,162,998
U03242,04-06-2025,Enterprise,1999,Singapore,Mobile,21-07-2025,Active,121,1999
U03243,11-07-2025,Basic,499,India,Laptop,25-12-2025,Churned,101,6986
U03244,12-09-2024,Basic,499,UK,Mobile,18-12-2024,Active,211,4491
U03245,30-11-2025,Basic,499,Canada,Laptop,27-12-2025,Active,164,11477
U03246,11-10-2025,Premium,999,Canada,Laptop,23-03-2026,Active,240,9990
U03247,13-02-2024,Enterprise,1999,Germany,Tablet,23-02-2024,Churned,53,43978
U03248,02-01-2024,Basic,499,Canada,Laptop,05-01-2024,Churned,72,2495
U03249,01-08-2024,Basic,499,UK,Tablet,10-12-2024,Churned,228,1996
U03250,22-09-2024,Premium,999,USA,Tablet,05-02-2025,Active,198,18981
U03251,20-11-2024,Premium,999,Singapore,Mobile,17-04-2025,Churned,110,18981
U03252,04-03-2025,Basic,499,Australia,Tablet,20-08-2025,Active,225,9980
U03253,04-01-2024,Basic,499,Germany,Tablet,21-05-2024,Active,200,4491
U03254,10-04-2025,Premium,999,USA,Laptop,09-07-2025,Churned,33,22977
U03255,04-07-2025,Premium,999,UK,Mobile,07-11-2025,Active,36,14985
U03256,22-01-2024,Premium,999,India,Mobile,12-06-2024,Active,250,17982
U03257,27-01-2025,Premium,999,USA,Tablet,05-02-2025,Churned,56,9990
U03258,30-05-2025,Premium,999,Germany,Laptop,07-10-2025,Churned,131,6993
U03259,29-03-2025,Premium,999,USA,Mobile,08-08-2025,Active,61,23976
U03260,18-02-2025,Basic,499,India,Mobile,22-02-2025,Active,217,4491
U03261,09-01-2024,Premium,999,USA,Tablet,07-02-2024,Active,246,11988
U03262,14-10-2025,Premium,999,Canada,Mobile,01-12-2025,Churned,144,4995
U03263,23-12-2024,Basic,499,India,Tablet,03-01-2025,Active,241,4491
U03264,23-06-2024,Premium,999,Australia,Tablet,15-07-2024,Active,161,1998
U03265,30-12-2024,Basic,499,India,Mobile,09-03-2025,Active,199,4491
U03266,27-02-2024,Premium,999,UK,Mobile,28-07-2024,Active,219,22977
U03267,01-08-2025,Basic,499,Australia,Mobile,02-10-2025,Active,220,8982
U03268,01-03-2024,Premium,999,USA,Mobile,20-05-2024,Active,30,20979
U03269,10-10-2024,Basic,499,Germany,Laptop,10-03-2025,Active,191,11976
U03270,03-06-2024,Premium,999,USA,Mobile,29-10-2024,Churned,109,6993
U03271,17-01-2025,Basic,499,USA,Laptop,04-04-2025,Active,208,2495
U03272,15-01-2024,Basic,499,USA,Laptop,29-06-2024,Churned,177,3493
U03273,12-04-2024,Basic,499,UK,Laptop,26-04-2024,Churned,14,3493
U03274,22-06-2025,Basic,499,India,Mobile,17-08-2025,Active,17,7984
U03275,13-07-2025,Basic,499,Singapore,Mobile,26-08-2025,Active,19,2495
U03276,02-02-2024,Basic,499,Australia,Mobile,03-04-2024,Active,105,6986
U03277,12-03-2024,Basic,499,India,Laptop,30-07-2024,Active,154,499
U03278,21-04-2025,Basic,499,USA,Mobile,07-05-2025,Active,29,7984
U03279,07-12-2024,Enterprise,1999,USA,Tablet,11-12-2024,Active,11,29985
U03280,17-04-2025,Basic,499,USA,Mobile,26-04-2025,Active,172,7485
U03281,05-04-2024,Basic,499,Australia,Tablet,12-07-2024,Active,149,998
U03282,28-04-2025,Premium,999,India,Mobile,02-09-2025,Active,41,5994
U03283,16-09-2024,Basic,499,Singapore,Mobile,27-11-2024,Churned,195,6986
U03284,22-05-2025,Basic,499,Canada,Laptop,09-06-2025,Active,126,499
U03285,09-11-2024,Basic,499,Singapore,Laptop,17-12-2024,Active,216,3992
U03286,27-10-2024,Premium,999,USA,Mobile,30-11-2024,Churned,52,11988
U03287,25-10-2025,Basic,499,UK,Mobile,11-12-2025,Active,59,9481
U03288,25-05-2024,Enterprise,1999,Germany,Laptop,12-11-2024,Churned,191,1999
U03289,08-11-2024,Premium,999,Canada,Tablet,10-03-2025,Active,231,5994
U03290,24-01-2024,Basic,499,UK,Mobile,07-07-2024,Active,165,5988
U03291,18-08-2024,Enterprise,1999,Germany,Laptop,08-09-2024,Active,171,29985
U03292,24-07-2025,Basic,499,Singapore,Tablet,28-08-2025,Churned,74,5988
U03293,02-01-2025,Basic,499,India,Mobile,10-04-2025,Active,14,2495
U03294,11-08-2025,Premium,999,USA,Laptop,27-12-2025,Active,153,2997
U03295,07-07-2025,Premium,999,Germany,Tablet,03-01-2026,Churned,78,23976
U03296,27-02-2025,Basic,499,USA,Mobile,09-07-2025,Active,177,6986
U03297,19-04-2025,Basic,499,UK,Laptop,22-04-2025,Active,133,8483
U03298,12-04-2025,Basic,499,Germany,Mobile,11-06-2025,Active,117,10978
U03299,01-08-2025,Basic,499,USA,Mobile,15-10-2025,Active,163,9481
U03300,23-03-2025,Basic,499,Singapore,Tablet,17-08-2025,Active,193,11976
U03301,25-07-2024,Basic,499,Singapore,Laptop,02-01-2025,Churned,37,3493
U03302,23-08-2024,Basic,499,India,Tablet,13-12-2024,Active,74,7485
U03303,10-06-2024,Basic,499,UK,Laptop,24-10-2024,Active,110,5489
U03304,10-07-2024,Basic,499,USA,Tablet,23-08-2024,Churned,21,2994
U03305,18-05-2025,Premium,999,India,Mobile,22-05-2025,Active,96,10989
U03306,11-08-2024,Basic,499,USA,Laptop,30-12-2024,Active,137,6487
U03307,16-02-2025,Basic,499,Germany,Tablet,23-07-2025,Active,6,499
U03308,08-08-2025,Premium,999,India,Laptop,01-09-2025,Active,36,8991
U03309,03-01-2024,Basic,499,Singapore,Tablet,27-01-2024,Churned,103,9481
U03310,04-10-2025,Basic,499,Canada,Tablet,29-03-2026,Active,131,3493
U03311,18-08-2025,Premium,999,Australia,Tablet,13-01-2026,Churned,191,14985
U03312,24-09-2025,Basic,499,Singapore,Mobile,20-12-2025,Active,81,8982
U03313,14-07-2025,Basic,499,India,Mobile,22-10-2025,Churned,67,998
U03314,03-09-2025,Premium,999,USA,Mobile,13-01-2026,Churned,75,21978
U03315,20-03-2025,Basic,499,India,Mobile,22-05-2025,Active,248,7485
U03316,19-06-2025,Premium,999,Australia,Laptop,06-12-2025,Active,159,17982
U03317,22-09-2024,Basic,499,USA,Mobile,16-02-2025,Active,211,4990
U03318,12-07-2024,Premium,999,UK,Mobile,30-12-2024,Churned,8,2997
U03319,27-11-2024,Premium,999,UK,Laptop,13-03-2025,Active,12,14985
U03320,11-08-2025,Premium,999,UK,Laptop,07-01-2026,Active,232,22977
U03321,18-03-2025,Basic,499,USA,Laptop,12-04-2025,Active,19,8982
U03322,21-10-2025,Premium,999,Australia,Tablet,09-03-2026,Churned,238,2997
U03323,04-06-2024,Enterprise,1999,Singapore,Laptop,14-10-2024,Active,119,39980
U03324,02-01-2024,Basic,499,UK,Tablet,08-02-2024,Churned,13,8483
U03325,12-03-2024,Basic,499,Singapore,Laptop,16-04-2024,Active,124,3992
U03326,14-10-2025,Enterprise,1999,UK,Laptop,24-11-2025,Active,248,15992
U03327,18-01-2024,Basic,499,USA,Tablet,25-06-2024,Active,29,8982
U03328,05-12-2024,Basic,499,Australia,Mobile,23-03-2025,Active,245,1497
U03329,08-10-2025,Enterprise,1999,Singapore,Laptop,13-10-2025,Active,78,43978
U03330,27-04-2024,Premium,999,India,Laptop,29-09-2024,Active,49,7992
U03331,12-03-2025,Basic,499,Germany,Mobile,14-04-2025,Active,148,3992
U03332,14-04-2025,Basic,499,Germany,Tablet,29-05-2025,Active,56,2495
U03333,04-10-2025,Basic,499,UK,Tablet,06-11-2025,Active,12,10479
U03334,18-01-2025,Basic,499,USA,Tablet,10-05-2025,Active,197,5489
U03335,21-09-2024,Basic,499,USA,Laptop,09-12-2024,Active,172,2994
U03336,05-03-2025,Enterprise,1999,India,Tablet,21-05-2025,Churned,103,1999
U03337,31-03-2024,Basic,499,Singapore,Tablet,06-08-2024,Active,189,11976
U03338,28-07-2024,Enterprise,1999,UK,Tablet,05-09-2024,Active,71,15992
U03339,07-03-2025,Basic,499,UK,Mobile,22-07-2025,Churned,48,2994
U03340,26-11-2025,Basic,499,India,Tablet,12-01-2026,Active,105,7485
U03341,05-02-2025,Premium,999,Australia,Laptop,16-05-2025,Active,244,11988
U03342,05-06-2024,Premium,999,Canada,Laptop,25-06-2024,Active,249,19980
U03343,12-07-2025,Basic,499,UK,Laptop,20-09-2025,Churned,207,9980
U03344,23-04-2025,Premium,999,USA,Laptop,19-09-2025,Active,20,20979
U03345,16-01-2024,Basic,499,UK,Tablet,13-02-2024,Churned,211,8483
U03346,02-08-2025,Basic,499,UK,Laptop,09-09-2025,Active,37,3992
U03347,02-08-2024,Basic,499,Singapore,Laptop,18-11-2024,Active,229,11976
U03348,14-07-2025,Basic,499,Canada,Laptop,06-08-2025,Active,91,10479
U03349,11-09-2025,Premium,999,Singapore,Mobile,12-12-2025,Active,70,18981
U03350,18-01-2024,Enterprise,1999,Australia,Mobile,29-03-2024,Active,210,19990
U03351,06-05-2024,Basic,499,Germany,Tablet,10-09-2024,Active,203,3493
U03352,23-03-2024,Basic,499,Canada,Mobile,24-03-2024,Active,224,10978
U03353,10-11-2024,Basic,499,Singapore,Mobile,23-01-2025,Active,133,8483
U03354,07-03-2024,Basic,499,Canada,Laptop,23-06-2024,Active,142,499
U03355,22-09-2024,Premium,999,India,Mobile,18-10-2024,Active,214,3996
U03356,03-04-2024,Basic,499,Australia,Laptop,22-06-2024,Churned,55,10978
U03357,25-03-2024,Premium,999,Canada,Mobile,02-04-2024,Active,35,22977
U03358,14-11-2024,Premium,999,Canada,Mobile,03-03-2025,Churned,6,7992
U03359,12-04-2024,Premium,999,India,Mobile,20-08-2024,Active,103,1998
U03360,16-06-2024,Basic,499,Germany,Tablet,13-07-2024,Active,157,7485
U03361,29-09-2025,Premium,999,India,Mobile,20-10-2025,Churned,27,8991
U03362,02-08-2024,Basic,499,Singapore,Tablet,01-09-2024,Churned,66,1996
U03363,23-05-2025,Premium,999,Germany,Laptop,20-09-2025,Active,200,20979
U03364,16-02-2024,Premium,999,USA,Laptop,27-07-2024,Active,198,12987
U03365,01-12-2025,Premium,999,UK,Mobile,15-12-2025,Churned,189,16983
U03366,18-08-2025,Premium,999,UK,Laptop,28-01-2026,Churned,124,16983
U03367,10-01-2024,Premium,999,UK,Tablet,02-05-2024,Active,92,7992
U03368,18-06-2024,Premium,999,Australia,Laptop,31-07-2024,Active,147,16983
U03369,19-06-2025,Premium,999,Australia,Mobile,17-10-2025,Active,158,1998
U03370,24-04-2025,Basic,499,Australia,Tablet,12-08-2025,Active,12,8982
U03371,23-04-2024,Premium,999,Australia,Tablet,02-06-2024,Active,38,6993
U03372,25-08-2025,Premium,999,Germany,Mobile,27-12-2025,Active,130,3996
U03373,11-05-2025,Basic,499,Germany,Mobile,03-09-2025,Active,229,6986
U03374,08-01-2024,Basic,499,Australia,Tablet,12-01-2024,Active,177,11976
U03375,10-01-2025,Premium,999,USA,Tablet,19-05-2025,Active,13,999
U03376,20-09-2024,Premium,999,USA,Mobile,25-10-2024,Active,59,12987
U03377,04-05-2024,Basic,499,Singapore,Laptop,11-08-2024,Active,159,10978
U03378,18-07-2025,Basic,499,India,Laptop,28-10-2025,Active,175,7984
U03379,29-03-2025,Premium,999,India,Mobile,19-07-2025,Active,163,22977
U03380,14-08-2025,Premium,999,USA,Mobile,16-11-2025,Churned,183,23976
U03381,25-11-2024,Basic,499,Singapore,Mobile,10-03-2025,Active,234,4990
U03382,01-02-2025,Basic,499,UK,Mobile,04-02-2025,Active,60,3493
U03383,26-10-2025,Basic,499,Australia,Tablet,06-12-2025,Active,77,3493
U03384,25-04-2024,Premium,999,Germany,Laptop,20-09-2024,Churned,40,9990
U03385,30-05-2025,Basic,499,Australia,Laptop,16-08-2025,Active,238,1996
U03386,07-09-2025,Premium,999,India,Mobile,11-09-2025,Active,85,7992
U03387,13-04-2024,Basic,499,Singapore,Tablet,13-08-2024,Active,189,5988
U03388,17-07-2025,Enterprise,1999,USA,Tablet,29-10-2025,Active,187,15992
U03389,21-09-2025,Premium,999,India,Laptop,09-02-2026,Active,28,2997
U03390,18-01-2024,Premium,999,Canada,Laptop,29-03-2024,Churned,238,15984
U03391,08-06-2024,Basic,499,Singapore,Mobile,05-11-2024,Churned,206,6986
U03392,23-11-2024,Basic,499,USA,Tablet,14-02-2025,Active,195,1996
U03393,19-03-2024,Enterprise,1999,USA,Mobile,12-06-2024,Churned,211,7996
U03394,29-08-2025,Basic,499,UK,Laptop,06-01-2026,Active,30,5489
U03395,07-06-2024,Basic,499,Singapore,Tablet,19-06-2024,Churned,200,10978
U03396,17-04-2025,Basic,499,Singapore,Laptop,22-04-2025,Active,44,4990
U03397,21-03-2025,Premium,999,Canada,Laptop,24-06-2025,Churned,202,8991
U03398,24-04-2025,Basic,499,Canada,Mobile,16-08-2025,Active,31,499
U03399,03-03-2024,Premium,999,Singapore,Tablet,04-06-2024,Active,103,8991
U03400,07-05-2025,Basic,499,Australia,Mobile,05-07-2025,Active,128,10978
U03401,09-08-2024,Basic,499,Singapore,Mobile,07-10-2024,Active,140,499
U03402,28-03-2025,Basic,499,Australia,Laptop,14-06-2025,Active,133,5489
U03403,18-11-2025,Basic,499,UK,Laptop,12-04-2026,Active,49,5489
U03404,24-06-2025,Basic,499,Germany,Laptop,18-10-2025,Active,52,8982
U03405,16-02-2024,Basic,499,Australia,Laptop,22-03-2024,Active,7,7485
U03406,30-11-2025,Basic,499,USA,Laptop,18-12-2025,Active,225,11477
U03407,01-08-2024,Premium,999,Australia,Mobile,12-11-2024,Churned,126,13986
U03408,01-01-2025,Premium,999,Germany,Laptop,17-05-2025,Active,115,23976
U03409,13-09-2025,Basic,499,Germany,Tablet,10-03-2026,Churned,12,4491
U03410,06-02-2025,Basic,499,Singapore,Laptop,21-02-2025,Active,182,5489
U03411,28-08-2024,Basic,499,Singapore,Tablet,04-09-2024,Active,180,8483
U03412,28-05-2024,Basic,499,Germany,Laptop,19-06-2024,Active,249,5489
U03413,15-03-2025,Enterprise,1999,Australia,Tablet,04-06-2025,Active,54,43978
U03414,25-11-2024,Basic,499,Canada,Laptop,27-03-2025,Active,133,9980
U03415,13-12-2024,Basic,499,Singapore,Mobile,02-01-2025,Active,155,11477
U03416,04-09-2024,Premium,999,Canada,Mobile,12-10-2024,Active,221,5994
U03417,16-02-2025,Premium,999,Australia,Mobile,10-04-2025,Active,51,1998
U03418,28-06-2024,Enterprise,1999,Singapore,Laptop,25-07-2024,Active,32,5997
U03419,14-01-2025,Premium,999,India,Laptop,19-06-2025,Active,35,15984
U03420,17-06-2024,Basic,499,UK,Mobile,22-11-2024,Active,231,8982
